product_id,total_sales
337e69e94ebb400,91
33899e3b73dc4b9,87
338baa87658a42f,104
346cbb7885de4b7,83
3501e84d627f4ad,81
355f4cbc5217438,102
359ff98ab40845e,225
3641f703eda7415,171
368c0386b3ea4c9,76
38ca1f6102ab481,86
3926d17f3de843b,94
3979533bf6864e3,88
3b9ec1760cf9434,97
3c33930cca4c492,95
3d584f635fd949c,115
3da1aae14a87448,103
3e4074a8470f46c,95
3e5d3bfd14af4de,218
3ea80c954c8c473,93
3eafd6281657414,219
3f2ed155867e4c3,95
3f690a337ab841a,89
3fa36772fec2406,92
4056431974794df,101
405bd667219c45e,101
41e10bf8b9de440,196
42394e7cc844415,101
42b88ac9f51441c,94
44363f302056476,92
4470f010db124e6,93
44cc9f90ac674f7,87
4553277e912d4b3,111
456d590c95fb4da,202
45fb26544baa439,82
462622eac1d94ca,94
4754b732ea2f477,96
47db50add97341a,94
47f3f2e7ba594ed,83
488444b86d4048c,115
488c8a097c2440b,179
490be54316f54af,105
49d8d8a70ebe408,185
4a1f76ab1b524ba,95
4a31342f688e4dd,103
4a6649aa6d3d430,87
4a6bc8ffe8a94f4,77
4ab69e6b1c3d440,109
4af92160ed264f6,98
4c3bf2a855f04ad,116
4c63ccc8ab66458,94
4d1b27e1ee3b4d6,100
4d95ce64628f43e,84
4db56db3e8744c4,185
4ddff17962c74c4,96
4df7aa1451574f5,87
4e6c40fa6c154e7,222
4e9160b8366f4e4,217
4eaca5f94bff4e2,101
4ed5d9d02961446,200
4ed8e7e23b6e430,93
4f14c89b683a428,111
4f8abc55b2714e2,98
505fb322af5c4fc,76
50a96fffed534f6,88
51168519beb843f,224
5212e3c12b9143e,100
52ba742f5af6409,103
5427ccbfe30e4d8,227
545154f87c24418,99
54e9d232284444c,83
5510fc7de79f472,210
55718ae785374e0,100
5578610ec744454,97
55a3f2db0b8846a,71
55e133c64a5a4bf,98
56f71673241949f,101
57123524de0940a,217
574c67c9183d416,248
586d21cf801d475,96
58c202295f7e418,106
58f1fe4cfbe342a,112
5a1c088f5e9245b,93
5a6006ae725c4ca,121
5a8b5064f6374a5,93
5ae5bcc736de477,79
5b03d5917bd74f4,92
5c2f78c8d7c2422,203
5cf2157777f940a,78
5e57e9e52887438,86
5e9d604f5037446,97
5ec7008a03bd48a,170
5f10ab0e0d45408,239
5f3ddedafff4416,228
60242ae2da6941d,100
607e391092d9465,100
6080bdfd905348a,102
60963115a29a400,77
614532531dfc495,80
61edaf167f16456,202
61f73ebc2ac9457,94
63a185f2229a497,106
63c7f2fba0b44ef,80
6436b239a9614a1,89
645d5b65c4ea45b,107
64a912c7dff64bf,107
651842e2e1e0423,205
66b71b741137481,85
674d5a7312c741a,100
6864b07fa939402,97
688ee59f35a441a,102
69af14bd63e8483,89
69f648e65ed347d,96
6a8cf6ea20e7440,85
6a8d50f494ed485,199
6aaaf02f6a6049c,83
6abdd48db234465,86
6acd2c64fd73440,96
6adb659bfb584a5,192
6b1519c54a36421,103
6b3addfb47fb49c,103
6b6e4bdae6f4425,116
6becca221d3c4c8,99
6c002669f3b644c,110
6c3179e03d3a481,187
6c5b0797c4d545e,207
6c863551df87496,109
6d6b3607409b448,84
6e4120fb6f16405,65
6e70fa4bd3fa4a5,102
7162a80b1424489,94
7264471a81ab487,115
736861fd7d3747d,119
73c787d1728940d,104
7401666c656943f,198
74752412c274491,81
75c6eb9118fe4a2,189
76f6b57b88a2410,95
77073c501a814d0,90
77939678fef94a3,97
77ed50cc0e70440,212
78499dded2f1430,81
794229fa85d9403,96
7962600af849433,100
799aedb152fc4b6,106
7b17dfa1415643d,112
7bf38e7d93884de,102
7c0f79474ec44f1,104
7c45beae9007487,88
7c8f5bd6ccb544a,114
7ce53ce4005143f,95
7d290f654e1e426,103
7f756a6c1e774f9,93
7fbc37010e1249e,224
800468b27d0147c,95
8028747200e8443,222
80527d311eb0404,239
810c38c9a7e94fe,100
81265d58c62840c,86
81729c59011d4b7,82
822297fe7405421,103
838f9e1860c54af,102
842f4e3a2cc0497,100
84399acaf4cb4d6,91
84b377f5fc11417,243
8689e280cc9940f,99
86cf47783e0342b,88
86f061b4534b476,92
87f2fc87abf84e8,98
889a5074ae26405,86
891680cb95c0441,90
8927bcd2a7954ec,109
89d06ae6955146f,86
8b3b41a596b8499,79
8bbcecb0c4cf417,87
8c18e89bc0874b8,85
8c81262d1ae24a9,113
8cd34785f4ee462,189
8e5a318c8fa84d4,189
8e779939ef00422,92
8ebcbc76bd07484,97
8ebedfc22ba742f,201
90dcbd4fe9ca4e9,204
90e262add4e1495,83
919cd6f644014ae,90
92aee9d9e5884f9,92
9385685360aa48a,218
93c4ed5413ce40b,110
93f6da7ac89245b,104
94ab083cbf2f481,220
94d0352659bd4c1,107
94dfee3d7690452,90
9513892e8e1c4e1,113
955b9dd5c77c41c,100
95ad1b82f80446c,94
95b5b3617c8b4d0,90
95e8bf5f3d1f495,93
96063fe9005c439,236
9634dc460ba0431,97
9642446f5f664a7,94
9664b0f944e14a5,92
9666fd11681e451,224
96ce3f9cc90347e,92
9767359da6da469,86
97d780253408463,94
987725f9f68c481,87
9a5c50a1d662482,190
9aac29116c944e7,87
9ab6666009ea48d,238
9bb1222acedd4dd,215
9c392ef1a6b940f,211
9c9ffc621e9c4e1,90
9d2229d06e4141a,245
9d3cc23c94a04e0,87
9e77aad767104d2,231
9ea026ca806e400,102
9ea5cd0ec086458,88
9f456c8b2aae40d,85
9feb02840f164e2,224
a005b8a223ef4b1,110
a1268b2ca3bf498,209
a15d3ee7c3ce44f,103
a179ee66dd4a4f2,101
a24ac3a43e5045d,187
a28d1909b59b47c,110
a33c5e4592e149b,98
a34f3ad56198479,103
a43a018ff7264e3,79
a45b954ae9694f8,110
a47b1ed785ac430,110
a75df87deb4141e,99
a7752b1927e4470,76
a833f81ee69d4a3,92
a850dff96e4c470,83
a86b9cdfb08b498,104
a94171911ed144a,218
a9857d6ff6f0403,79
aa0a6df8b396483,86
aa2eb4d25bf9424,92
abeb8d4d8d58412,105
acc3acfb5248420,214
aea02430338f4be,180
aeafc9a4a1cb403,210
af0e822fd2da48d,92
af5172ba86c1449,217
af875c4c96dd4e8,87
af9bd14d711f4a4,100
b0a310197088405,99
b0b16f0abc354ed,107
b2375b8474cd4c1,85
b26de83c848441a,218
b35e3522ea58485,102
b4da5c787d4740f,85
b527567accb14f0,212
b656ea184f7148d,231
b7236e8db94e4a8,104
ba0219be2ca2473,202
ba45bdf72f7144b,98
ba9484267a834a2,104
bb60b758d997433,98
bb90364fbc53441,100
bbbc9adeb85f472,100
bbbcf785a73646d,110
bc7d3232d1a746e,184
bcde3718aa4d4e8,97
bd4325135a3948e,93
bd62cb3c9be547a,228
be103a8fedae499,205
bf878bf7e32843d,98
bf88d0fd86404d9,86
c12a851ded1c484,93
c201479bf23a40d,99
c2160133eed54f7,100
c253f648f7ff4dd,88
c255111a559b465,98
c2894c5b275542a,109
c38869e0fe0740f,203
c4615cdff81443f,93
c4804a5ea4494bb,219
c49d8a53c139499,207
c4bf6eeb9f694bd,215
c6858c8af47c4f2,214
c7398d5b0a5a4b5,98
c73cacfd69b043e,93
c73eb12bd10342e,99
c7cf09737435436,90
c7e0817e2c644e5,100
c7ed2e72c58d462,190
c84f8e9e4c93446,90
c8bf9a9d8816421,97
c91fae1e057e4c4,98
ca8d56ed71bc495,94
caf815c09cec482,82
cb613e6458a4433,211
cb9778e43ccb4df,82
cbc44451ca1c470,192
cbea01178e254d4,95
cc559117828849e,73
cc5f6e1e88a44d5,100
cd30adbd7101421,108
ce7334a8dccd47a,107
ce94b88f2f9749d,113
cf4b7ac5450b44f,89
cf4e6c0129744f3,101
cffc45b2c028441,104
d1821106cc2a495,95
d241172391ce452,94
d243fd118a74414,105
d2446640631c437,99
d288be7be09a499,198
d28ef6217a4e49d,106
d2989d518f404e9,220
d30707c17d8b48b,97
d476020975b74d8,99
d4e91b03df2b413,99
d588daf90aab468,91
d5922b6d39b94ea,107
d61ecdd65def41a,94
d684dc51b97c480,101
d7fff2af4874440,230
da23c6d3a64c466,114
db75bab676d24d0,174
dbde8c874838447,91
dbff18a5259a424,93
dc2ef3b3a29743c,109
dc4a063a312b42c,113
dcdfe4ee97b4440,227
dcf890a3bfd0431,86
dde0b3ad5f9c4c3,109
de61362791d6469,82
de7cd14ea8e241e,100
de8242f38ab9409,93
df22553868154df,106
e042f5c606de4f8,76
e08ce4a17b594cb,95
e11738177ed9489,98
e12b4bcd2f69419,113
e1dcd15eee764e4,92
e34b05445a79431,107
e3cfca8334ee42f,102
e5a436f085744eb,98
e5f6954dd5b94ce,112
e64e6ba6a3ca4fd,240
e689587e240b472,207
e77287702e3c421,93
e831303db3e84f6,113
e8e959fdccd3493,99
e93385c4464d48a,107
e9ba0e11920c4d7,100
ea6101b07a104b3,102
eaf694141dc8431,216
ec10f6f124e741d,181
ec2896fd017c423,82
ec8efff45bbc49e,99
ecee749581ce4e0,219
ed006870ea4646f,199
ed8764f7d4524ac,87
edae52d97083444,102
ee5a13c76b53428,101
ef7f9bb0d25b47d,223
f009ebe0128a409,223
f02e6c7e34e14fa,97
f033e280b80d464,196
f220b2e793964e5,98
f312d953983f467,108
f3693dbb989844b,104
f3bcfd08b7d14b3,104
f4ba3ac80a2c4f6,212
f574530f00c7492,235
f6213d6ab0ba4cd,85
f6691f6e94a74f8,97
f6d6d5e945a947c,186
f721c99b2ee8422,240
f74912c63f0e4fa,84
f8ad4d4c2ba64d8,110
f92bb1444dd44e1,100
f979eaf8ba8a4db,89
f98dbfdfecb7464,67
f99c0c9c9539403,84
f9e4d793f0d14bc,89
f9fd0b5f2dff433,96
fac28256cb814a0,96
fb7997319a22420,92
fb8f8cc4f48e4d7,108
fbb2fd978fb1446,88
fcb59daf5841497,79
fcc4b9f262ad439,96
fcea8080676b426,192
fe23a279ccb54a5,99
febd72ede9b54f5,100
ffa5cc165c82410,104
ffe2c93d0ef94c5,91
fff7efc74c9c4a2,103
007e97352fdb433,607
0190e1a60d2d404,605
03b755d783fd4ec,644
054792be6ff14b1,593
0937e17466cf4de,568
0981d6e364f34fc,597
0a973320c70f4c2,603
0bdacc4bb9c84f0,591
0c07054aed55476,549
1140d12b56eb4cd,609
116c35a9da9d448,589
1219dbf1f12246a,578
1302c851692140a,542
14ee1e3a5d944b0,610
1763203ae23744c,578
1b38df5f1cbb4d4,617
225178fad1554a2,568
24241cb66e044a3,575
2729013c9e3f46f,621
2c06841a9aee48c,589
2c6b80b750524a2,614
3090b5c29a5a4b2,559
30b1fbefd5ca45a,626
31078224862b486,560
32b8b71245fc430,623
32d18c3adab74f3,613
36103fff52e640a,630
365876b52d6449e,602
3c1aed34f9b44ce,567
3c1d8d4fd388471,567
413d59e00a1543c,576
4986d48585a0455,616
53dae650df7042f,586
5446e83ac9014db,575
572aff5625d9420,593
5d4331c419a24ca,587
5f567708774440d,587
62e3040b6322463,639
67a61e43d1bd4af,540
6b91277c742e439,634
6f166d060526443,572
736284ac55d44ff,609
76c25fddba114e7,584
7cc88898928748e,580
7d59758138f54bc,566
7ea71afc64d9413,579
7eb55886b33e4bc,547
7f74b002ffbb46b,535
7f9c5e8b7cb444d,560
7fa5b89778d449a,587
8097cfe63ec04cf,579
858eaf4d577a4e1,586
8deac82256e14d6,597
8eaaa60a9bbb479,620
91cdee67edf140d,591
93210367755d441,627
96f5fa1cd4ff4c7,582
9754dcae94c946d,610
9c7c3149f28e429,592
9dfbb961bc7e4a8,591
9e571016c83f48c,608
9eb15191abbb4d0,594
9ef079d1eb5c48e,594
9f054693fbec4d3,620
a7121b788908462,562
abdc306988a94b1,582
ac98fba4aa924e0,591
ad77ea383e83488,563
b08ea268a20c4b2,594
b1c8de1acc9b4c2,595
b417c783986e44c,626
b63aec023e39486,577
c254b8a6fb4c48d,599
c3d2196afa0442a,548
c5959fd89a274bf,582
c8d750c3360544b,601
caa69aa16e5c453,595
cb1ede84cb104c4,598
cc036a79f6d2432,580
d01839e20d7c4fd,593
d11fa3f43c00494,607
d2af1c5344b1496,565
d585e594dc78493,605
d6060fc7c01e453,556
d6825ec8a7d5409,614
d8ae30f803cf4aa,560
dbddda56105c470,550
e306e59a2b66400,572
e3d430fb1c14484,536
e53f2307c1ba4c9,575
e758471031f34c2,607
e99dc6dfd67f4a2,560
ebd16acd986e4d6,593
ebfccdf34320417,561
ef572fc53e1244f,575
efdda26ec9224e9,587
f0ff086c77ce466,565
f718c5b250b841e,595
fa4b843a50124c9,520
fec55667a72041a,622
