product_id,total_sales
7f9c5e8b7cb444d,560
d8ae30f803cf4aa,560
e99dc6dfd67f4a2,560
3090b5c29a5a4b2,559
d6060fc7c01e453,556
dbddda56105c470,550
0c07054aed55476,549
c3d2196afa0442a,548
7eb55886b33e4bc,547
1302c851692140a,542
67a61e43d1bd4af,540
e3d430fb1c14484,536
7f74b002ffbb46b,535
fa4b843a50124c9,520
d2af1c5344b1496,565
fec55667a72041a,622
0981d6e364f34fc,597
2c06841a9aee48c,589
9eb15191abbb4d0,594
0a973320c70f4c2,603
c8d750c3360544b,601
c3d2196afa0442a,548
c254b8a6fb4c48d,599
c5959fd89a274bf,582
abdc306988a94b1,582
96f5fa1cd4ff4c7,582
007e97352fdb433,607
32d18c3adab74f3,613
8deac82256e14d6,597
d6825ec8a7d5409,614
53dae650df7042f,586
7d59758138f54bc,566
0bdacc4bb9c84f0,591
054792be6ff14b1,593
f718c5b250b841e,595
36103fff52e640a,630
3c1d8d4fd388471,567
d8ae30f803cf4aa,560
ad77ea383e83488,563
cb1ede84cb104c4,598
b417c783986e44c,626
8eaaa60a9bbb479,620
2729013c9e3f46f,621
1140d12b56eb4cd,609
e306e59a2b66400,572
c143ee2ecb5745f,225
67a61e43d1bd4af,540
936a5ef677e34be,217
1b38df5f1cbb4d4,617
5b4d3925e0c74c7,244
b3b74592319646c,217
9e571016c83f48c,608
b63aec023e39486,577
31078224862b486,560
116c35a9da9d448,589
76c25fddba114e7,584
379f3ea122b5457,222
ebd16acd986e4d6,593
30b1fbefd5ca45a,626
7cc88898928748e,580
5d4331c419a24ca,587
e3d430fb1c14484,536
3090b5c29a5a4b2,559
7839762507c34cf,222
b08ea268a20c4b2,594
6fc2d597f1b04d6,213
ebfccdf34320417,561
b1c8de1acc9b4c2,595
0937e17466cf4de,568
3c1aed34f9b44ce,567
9c442478af6e4bb,214
a2cbdcf6ef24468,201
91cdee67edf140d,591
a7121b788908462,562
2d4dd3eec59144f,194
6f166d060526443,572
9f054693fbec4d3,620
24241cb66e044a3,575
caa69aa16e5c453,595
5446e83ac9014db,575
0190e1a60d2d404,605
62e3040b6322463,639
e6156659c68048b,176
9101295416f747b,188
5f567708774440d,587
d585e594dc78493,605
608fa0bb442c411,213
1219dbf1f12246a,578
6b91277c742e439,634
413d59e00a1543c,576
9754dcae94c946d,610
921c23b311f447d,242
7f74b002ffbb46b,535
d11fa3f43c00494,607
7f9c5e8b7cb444d,560
736284ac55d44ff,609
6cdc259180594ab,177
225178fad1554a2,568
589a31255ac5410,235
d6060fc7c01e453,556
efdda26ec9224e9,587
ef572fc53e1244f,575
32b8b71245fc430,623
07a84a25bf38427,229
1617fbb04470474,212
4986d48585a0455,616
58466ac5d609479,195
1763203ae23744c,578
fdd09b397d88473,214
67bad793b5a04a5,212
6f21343916b342b,200
97d5426dd0b3426,222
572aff5625d9420,593
9c7c3149f28e429,592
e53f2307c1ba4c9,575
7eb55886b33e4bc,547
55462138ca5d4b6,214
14ee1e3a5d944b0,610
d3a23eec57ef407,206
df0b1a21ef21472,224
ac98fba4aa924e0,591
9ef079d1eb5c48e,594
14ec93c700c04dc,215
c0ad95959d79410,194
9dfbb961bc7e4a8,591
75491e8c23344d2,227
d48944e82c41417,221
7ea71afc64d9413,579
aa7a6c5caf0440d,193
e99dc6dfd67f4a2,560
d01839e20d7c4fd,593
cc036a79f6d2432,580
aa49a65bfe9f4f5,221
a39977b614b94ef,211
1521d52f3ed447e,196
9e118c3ad01b403,210
f6915abf8b92471,208
fd27949fe39645c,227
dbddda56105c470,550
281c69a5b4ff4d5,203
f0ff086c77ce466,565
93210367755d441,627
1302c851692140a,542
e68c0f2551754db,206
b8c805674ad0451,208
ad525ae3fac74e1,196
25f79688f0014da,209
5ff61da8990c43f,203
c2567f1e8b0c4bd,215
858eaf4d577a4e1,586
365876b52d6449e,602
6384e113eaf14dc,200
fa4b843a50124c9,520
096f6e5499ee426,202
2b6432f7af064c6,229
5916e9e5008044b,180
0c07054aed55476,549
6e72a5447b274ef,196
8097cfe63ec04cf,579
0598cc846d7f43e,186
b750919841a147c,213
9fd83e7f03bc4c8,202
ef388b1bbd4c487,219
03b755d783fd4ec,644
d310bb848664407,174
8832dd845f2f409,206
fb36fcc7dfb8440,216
45ad536ad99b4f2,205
3320afbba4a4431,205
c4f89fbb16b9450,200
717f01b7fe0243e,213
bda7c910d275432,222
3516ceb88ac3419,208
356c0eda3ee045c,179
848fd46c09b94e2,223
46e81324f51447d,239
1a9cb2a63acc413,227
2c6b80b750524a2,614
7fa5b89778d449a,587
4b611f4e3222427,197
52047e1f1e96465,200
fc3cd83657f44b9,193
6cc20dbc94a1412,205
09c29ea6a14a48a,214
a9de28d0ff64497,226
567203a1f786449,193
b5d30939bb3d412,194
0b64c0ea4f68450,205
2d07e57003d1433,190
dd8946382c944a8,235
e3c648aa51034c7,201
cb32d6f92bbb4e9,208
c08439b6607b459,241
33702139ed5b414,171
790ad185cb4e449,230
4d162b069550474,198
698d33ae25504ac,203
16731b0d219a41d,189
e758471031f34c2,607
60f35430dd7f422,238
3daaa51acb344dc,236
1aaf131b879c4e1,214
d05bd1d82b84433,189
64d84036f7f24fd,202
8bd95bccecc64d5,185
1e37cfe48c58456,207
aa007a4ea66b48e,200
c2569fd194d74fd,197
1b1dc94e58734ea,197
fd92b150d2e84ae,229
f48f1451a4324cc,225
41c90087455c489,197
fb5b34c758a24fb,217
73a70624604740c,235
c669715883a9442,206
198ddb4e463a44d,97
50bf1378832d47a,201
7b081e0e9f4c4f1,188
96c41e4d1b9e4b9,237
26c00de853eb464,193
2a770cca4abf41b,217
fd8e8e7c079c4d0,227
050abd80a78f462,182
2571dce3cd09455,214
540055d305114c0,196
314903f7f6114c5,102
a13759d539824de,197
3ef8dc897dfc4d2,230
1117b2b7178d4bf,194
6e49c6671c574b4,194
48e7858ded75489,205
08a5f5ddce3d4bd,204
7dcc2fb8706444a,209
6419ce954ccc435,200
695197b032ed4ac,230
1a3310bd5ba74f5,199
5c9923e72a3b4f4,195
a8d07626ce514ca,196
5850504c552d416,214
2c4b7f706185440,97
43993da173424a7,206
efe9f8522713422,228
a103150910ee471,191
066355de3dd3491,233
3f92763d6f27426,203
b3ed433c2eda410,225
fde482ba20ce48e,227
346274c36e31476,200
9a6e012e3c4047c,194
51a48933c80b457,199
8a01c1c0b2c64fa,244
e15ccbc842504e7,202
bb048a57c5de42b,198
6f30dcb5e6554ad,215
23ae444942d24b9,233
6f0db643db574a9,192
6cffe60c37764d0,209
f43b08ae9f16480,159
cba33f4589f241c,221
336a50d8677349b,213
f1084b6c26704be,234
484c6f0c548646a,221
280e101a974d415,180
fd71f4d66dd74d1,229
3a6a4e1049d742d,183
5e6eba5ccbe94cf,204
ded24f2e31a74cf,206
b3363f643dfd43b,200
f9f1c30552fd437,239
1a30477869e3404,233
709b4de372c84ea,198
be50b899320441a,220
791e21963e774dd,205
a64acc65f7f54ce,188
dbbb4ddf82ce4b2,208
4ffe48858f76491,202
cd3a38f70054413,211
666fa0b71a26411,201
3d566d9b932246c,239
144f6b6d001f446,189
c6f9579d5600483,187
b3d2aae3e4e0442,196
a0758463ee5142b,176
fde63810316d492,206
8ea2c5bbb489436,215
b24a0217efee4a7,98
9f2add9d8b53473,215
e8a508f305d34c9,196
13d8df25452446b,205
9500b12b754e4f3,209
9a0ab7253b3e4d4,231
f5b44f2ff5224ba,219
eed7099bb16a4ae,204
0d80649a105143e,195
946da75c17a045b,210
c8dcd59fac7341b,187
000f88358c284db,198
58d6339c1cb04ba,210
f68f9d9ae96c4c0,198
eaad56e568284a4,182
2b2780347b6a4c2,229
0641d28e6b154f8,180
3fac5494c7b847b,202
5a2745018cf348e,177
7aa55c7a023d4e7,186
0ec7ff36470b4f1,182
aaf0d2255c6c48f,171
c9ad1a21b52b4cf,218
642010382ea741d,230
650c3ad888a74f3,238
5a4c087c6bb9426,212
9b4548b4ff1b46c,208
c12b306f766d422,201
16704d4c3669460,184
d3788f83581c445,209
b0cfd7a51c1942e,226
130e9953738b4d5,214
9659dc098ab64b6,190
f738eaba49324b3,221
6ab1fc46b496414,218
271c651b6e98486,199
d883cbdf6a0f42a,215
879e161f46c7416,231
cfa299ab12d5440,226
a3f790c4da9b413,239
5b77445e79754bd,207
6b0a9376a54a4d1,195
865ada5e2b244cb,207
02906b8246ee48d,221
d17d91ab68f74d8,199
8428d086f8c8435,231
5fe2507d7e60447,94
8a4bdd5e97eb473,230
5fee53bfef924c4,201
99d98a06c704496,240
3751a1050b244b9,217
f0c84f868a8f4fe,205
79456b381d1648a,203
a2d023f37fd74ad,227
fce4ea09fcc0432,222
151029f1b9db416,251
4cb9de0d728d45a,200
ad5741de473741f,205
e952bd45b5b14a5,196
b459d3ce3ee7443,205
7d9424f77ec6484,181
7c1009037e9545a,173
53afa907ee8f4ed,217
1dcd95964b8d44b,192
1b51e4adce9c453,175
a20a71ae13ff4ed,228
e211fbe0f454437,190
3d1f4375b028444,204
58ad5a64eec3468,229
3f597bc39949454,209
2119a2d4d047443,230
0f283e53f2834ff,190
c56d713bcf404d3,203
d0c83ed9564944d,202
f4f062e4650d45c,219
ac807ca4783e464,200
dc07ae8afc2a4f0,194
72667b76779b48a,236
dca2a55fa2224d4,248
9d1c5def248d43d,200
64e09b501acf425,229
7700557e46d54e8,98
abe4144463094ac,193
18bb181f80114c0,203
8c7da3073e45437,201
f2ef90cbc50a43a,235
37721a7671cd4ab,211
48f3bd31a52d459,179
4d511a61cf5d465,201
1d0f5cb86708430,96
35d22a0f7739426,201
c8c204c58ebe4f8,193
f5f49177bbeb483,218
47ebd20250ed42c,202
f67d6aec2236410,180
40976d382d3040b,97
99e159451eeb41a,218
01ad41df614d478,230
2d15fed85fc842d,187
86464e7deda9454,198
bc0d3e43fadd47d,213
e14a523af68c423,206
89038c7c240c447,211
c408f5a30fbf4de,176
0dbf517457484f7,192
4ac40f6889f44dc,243
ba037c0555a1459,204
e6a50ad60cc84b6,210
e1bac8e0a574429,207
c3c9ef15412d49d,192
e5d3468f499346e,214
91dc4fa0190f4f9,196
ec229ac7ff564ad,213
8430b04c68dd47f,93
d9bb4e3512994f2,215
d85a76fc944c4fb,198
ec36081181de44c,188
b7b6daf4c2f649a,205
c94de44d8ed4466,199
ec6d5eda4d1b4f8,206
3b7290d4a3104b5,215
5fbc550da32e48c,203
7f7c459a36b44e5,213
93a4332ff261454,225
aecb90b666fb459,217
7469638a2a69413,220
e81dfb40f520444,223
2dc36c56d2c14b7,156
29a8a6823b2441b,206
013041118dcf4c6,215
0268796b18f14d6,255
425c586a8df1478,193
3749432e4ec54b5,238
0d4af8035f5d465,193
92d87e7491a442d,192
a9fcd83a13114ef,196
dc54502ccc84460,187
6ac0f167f278418,208
26245953b659488,204
15bf52811f6a4e8,171
d27e581348344f1,221
5714e2d998d642e,215
a09a5bb492984f0,181
f578022c65804c6,220
c6987d7837f4456,253
908236ba57a14c2,213
6d1e6e183bb14f0,191
3ade9df5b63c492,184
d8ebb0e3b034463,205
1687843f9cdb400,205
9aadffef9a8e4fe,217
4d8b041acdac4a3,176
4204dc24e30c40d,209
b4e6a63c81904d5,226
94f317517a8349f,200
83ee1b0d14e148a,241
a3ed78bc687a466,181
ae78068b0dda4f0,181
2527c0f4d915409,179
b05235d022c242b,205
70d9e6c2d318406,212
7e4df7a7c58d4b1,171
b5b6f1d05452498,202
158e5d9eb9f8473,212
3f919cdf418f455,105
969178efb29c445,195
02288cb69b40485,207
9312999c81cc419,196
3e324528f2ed4da,219
9d217efc9db646d,209
e0bc1d4e11704d0,212
b6372fc45e9d409,191
201b716f5d564dc,210
c44422211dc9487,217
fd71abb107bc42d,205
c14e3de08e68420,190
31bdbb000e7f474,199
b4270e75ef8d470,211
fd643acc2e15403,194
eaf4b4ce1c29469,206
d481c43e9a464ed,190
ffb67f40a746465,103
5e67fe210767471,177
c93345348dd4411,209
540b2b439fae49e,166
c4493ff3b5bb43c,230
99e1a42559c645e,211
3ebbbcfdb6f346f,217
a745205dc3224a3,100
3e128901777147d,97
92f48c834f5d47a,185
390ca90f65834fd,205
c701faef92ae4f8,219
0f483fd0135248e,181
91aa55cf53dc467,107
f8e108996b4042b,207
efb595fca94d4ba,180
84b09c714d44490,195
6c3c777c8b034db,103
528d3f1dcac7489,85
4726897f46b243b,220
413c26829b4f4a6,197
b7f0d130d10346f,113
29c41d960f15489,97
2a703010549a44c,216
cd85cedd64464b5,213
b5bfdf9af8404af,205
708a482a50a44f7,91
8b0955c80fcc470,74
965a2ce323bf4ff,226
c71be74bde35469,185
83ecb3a3ba054af,227
7d9adbf34c10495,191
61e913e4d11748c,198
6a8e64d50bdc483,200
f65f597e37e944e,221
1976ebe7a73c4d0,203
4a1ea1ec4bab4aa,97
04d58fea5fdb4f2,196
1f1f48d48e0f479,204
82fce1dc03124c5,205
a2863099942046d,200
2812a4010ae9412,185
71bad80019574ae,193
8957c218f8804aa,183
11fda8271e88476,199
5f3f35e723c4411,102
705c78ac2201440,212
d4db8e0c77864ae,237
